date,State,District,Sub-District,NewCases,CumCases,Recovered,CumRecovered,Deaths,CumDeaths,ActiveCases
21/07/2021,Selangor,Petaling,Bukit Raja,103,7593,92,7130,0,40,423
21/07/2021,Selangor,Petaling,Damansara,499,34728,588,31991,4,210,2527
21/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
21/07/2021,Selangor,Petaling,Petaling,500,36167,551,33537,18,419,2211
21/07/2021,Selangor,Petaling,Sungai Buloh,392,24804,427,22764,8,145,1895
21/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,0,167,6,150,0,5,12
21/07/2021,Selangor,Sabak Bernam,Panchang Bedena,2,351,4,298,0,0,53
21/07/2021,Selangor,Sabak Bernam,Pasir Panjang,0,386,2,334,0,3,49
21/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
21/07/2021,Selangor,Sabak Bernam,Sabak,0,445,2,426,0,5,14
21/07/2021,Selangor,Sabak Bernam,Sungai Panjang,0,288,1,269,0,5,14
21/07/2021,Selangor,Sepang,Dengkil,220,12439,67,11662,1,58,719
21/07/2021,Selangor,Sepang,Labu,117,6898,5,6585,2,19,294
21/07/2021,Selangor,Sepang,Penjara,0,87,0,87,0,0,0
21/07/2021,Selangor,Sepang,Sepang,42,2228,9,2024,2,16,188
22/07/2021,Selangor,Gombak,Batu,604,17481,330,15481,3,193,1807
22/07/2021,Selangor,Gombak,Hulu Kelang,128,5418,92,4862,0,66,490
22/07/2021,Selangor,Gombak,Kuang,128,3583,105,3131,0,19,433
22/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,2,0
22/07/2021,Selangor,Gombak,Rawang,233,7509,186,6753,0,76,680
22/07/2021,Selangor,Gombak,Setapak,7,3344,50,3103,0,30,211
22/07/2021,Selangor,Hulu Langat,Ampang,394,17811,281,15365,9,220,2226
22/07/2021,Selangor,Hulu Langat,Beranang,61,2146,71,1440,0,20,686
22/07/2021,Selangor,Hulu Langat,Cheras,291,16389,328,14617,4,179,1593
22/07/2021,Selangor,Hulu Langat,Hulu Langat,56,3294,72,2716,1,35,543
22/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,10,0,8,0,0,2
22/07/2021,Selangor,Hulu Langat,Kajang,317,24961,393,22182,2,186,2593
22/07/2021,Selangor,Hulu Langat,Penjara,15,3145,62,3033,0,0,112
22/07/2021,Selangor,Hulu Langat,Semenyih,106,6364,21,5660,0,44,660
22/07/2021,Selangor,Hulu Selangor,Ampang Pechah,1,529,4,482,0,4,43
22/07/2021,Selangor,Hulu Selangor,Batang Kali,28,754,8,633,0,6,115
22/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
22/07/2021,Selangor,Hulu Selangor,Hulu Bernam,4,269,4,235,0,8,26
22/07/2021,Selangor,Hulu Selangor,Hulu Yam,45,497,0,81,0,3,413
22/07/2021,Selangor,Hulu Selangor,Kalumpang,11,315,7,279,0,3,33
22/07/2021,Selangor,Hulu Selangor,Kerling,2,91,3,82,0,0,9
22/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
22/07/2021,Selangor,Hulu Selangor,Penjara,0,278,0,277,0,0,1
22/07/2021,Selangor,Hulu Selangor,Pertak,0,1,0,0,0,0,1
22/07/2021,Selangor,Hulu Selangor,Rasa,2,321,0,306,0,4,11
22/07/2021,Selangor,Hulu Selangor,Serendah,88,5676,53,5095,0,37,544
22/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,0,0,0,0,0,0
22/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
22/07/2021,Selangor,Klang,Kapar,253,22882,176,22502,1,64,316
22/07/2021,Selangor,Klang,Klang,1042,43394,817,41548,4,279,1567
22/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
22/07/2021,Selangor,Kuala Langat,Bandar,4,477,7,451,0,4,22
22/07/2021,Selangor,Kuala Langat,Batu,2,406,2,380,0,7,19
22/07/2021,Selangor,Kuala Langat,Jugra,15,465,5,429,0,2,34
22/07/2021,Selangor,Kuala Langat,Kelanang,12,208,6,184,0,1,23
22/07/2021,Selangor,Kuala Langat,Morib,7,569,14,544,0,12,13
22/07/2021,Selangor,Kuala Langat,Penjara,3,296,14,218,0,0,78
22/07/2021,Selangor,Kuala Langat,Tanjung 12(1),125,6012,96,5578,2,33,401
22/07/2021,Selangor,Kuala Langat,Tanjung 12(2),38,2199,31,2083,0,10,106
22/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,74,6620,56,6352,0,34,234
22/07/2021,Selangor,Kuala Selangor,Api-Api,3,240,8,206,0,1,33
22/07/2021,Selangor,Kuala Selangor,Bestari Jaya,15,1809,19,1709,1,10,90
22/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
22/07/2021,Selangor,Kuala Selangor,Ijok,92,5164,128,4609,0,37,518
22/07/2021,Selangor,Kuala Selangor,Jeram,26,1597,29,1378,0,15,204
22/07/2021,Selangor,Kuala Selangor,Kuala Selangor,13,807,16,726,0,5,76
22/07/2021,Selangor,Kuala Selangor,Pasangan,0,53,0,46,0,0,7
22/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
22/07/2021,Selangor,Kuala Selangor,Tanjong Karang,21,821,12,752,0,12,57
22/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,138,0,130,0,2,6
22/07/2021,Selangor,Petaling,Bukit Raja,132,7725,109,7239,0,40,446
22/07/2021,Selangor,Petaling,Damansara,557,35285,578,32569,5,215,2501
22/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
22/07/2021,Selangor,Petaling,Petaling,568,36735,619,34156,7,426,2153
22/07/2021,Selangor,Petaling,Sungai Buloh,376,25180,414,23178,4,149,1853
22/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,3,170,6,156,0,5,9
22/07/2021,Selangor,Sabak Bernam,Panchang Bedena,13,364,3,301,1,1,62
22/07/2021,Selangor,Sabak Bernam,Pasir Panjang,0,386,14,348,0,3,35
22/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
22/07/2021,Selangor,Sabak Bernam,Sabak,1,446,0,426,0,5,15
22/07/2021,Selangor,Sabak Bernam,Sungai Panjang,0,288,0,269,0,5,14
22/07/2021,Selangor,Sepang,Dengkil,81,12520,167,11829,1,59,632
22/07/2021,Selangor,Sepang,Labu,25,6923,38,6623,0,19,281
22/07/2021,Selangor,Sepang,Penjara,0,87,0,87,0,0,0
22/07/2021,Selangor,Sepang,Sepang,20,2248,31,2055,1,17,176
23/07/2021,Selangor,Gombak,Batu,701,18182,409,15890,8,201,2091
23/07/2021,Selangor,Gombak,Hulu Kelang,90,5508,147,5009,0,66,433
23/07/2021,Selangor,Gombak,Kuang,93,3676,100,3231,1,20,425
23/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,2,0
23/07/2021,Selangor,Gombak,Rawang,241,7750,210,6963,1,77,710
23/07/2021,Selangor,Gombak,Setapak,8,3352,81,3184,2,32,136
23/07/2021,Selangor,Hulu Langat,Ampang,495,18306,280,15645,14,234,2427
23/07/2021,Selangor,Hulu Langat,Beranang,57,2203,180,1620,0,20,563
23/07/2021,Selangor,Hulu Langat,Cheras,417,16806,152,14769,6,185,1852
23/07/2021,Selangor,Hulu Langat,Hulu Langat,65,3359,54,2770,2,37,552
23/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,10,0,8,0,0,2
23/07/2021,Selangor,Hulu Langat,Kajang,433,25394,363,22545,3,189,2660
23/07/2021,Selangor,Hulu Langat,Penjara,113,3258,27,3060,0,0,198
23/07/2021,Selangor,Hulu Langat,Semenyih,131,6495,35,5695,2,46,754
23/07/2021,Selangor,Hulu Selangor,Ampang Pechah,10,539,16,498,1,5,36
23/07/2021,Selangor,Hulu Selangor,Batang Kali,29,783,20,653,3,9,121
23/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
23/07/2021,Selangor,Hulu Selangor,Hulu Bernam,7,276,9,244,0,8,24
23/07/2021,Selangor,Hulu Selangor,Hulu Yam,4,501,0,81,1,4,416
23/07/2021,Selangor,Hulu Selangor,Kalumpang,2,317,1,280,0,3,34
23/07/2021,Selangor,Hulu Selangor,Kerling,2,93,2,84,0,0,9
23/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
23/07/2021,Selangor,Hulu Selangor,Penjara,0,278,0,277,0,0,1
23/07/2021,Selangor,Hulu Selangor,Pertak,1,2,0,0,0,0,2
23/07/2021,Selangor,Hulu Selangor,Rasa,9,330,5,311,0,4,15
23/07/2021,Selangor,Hulu Selangor,Serendah,204,5880,131,5226,2,39,615
23/07/2021,Selangor,Hulu Selangor,Sungai Gumut,1,1,0,0,0,0,1
23/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
23/07/2021,Selangor,Klang,Kapar,348,23230,150,22652,1,65,513
23/07/2021,Selangor,Klang,Klang,1634,45028,784,42332,1,280,2416
23/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
23/07/2021,Selangor,Kuala Langat,Bandar,6,483,5,456,0,4,23
23/07/2021,Selangor,Kuala Langat,Batu,6,412,9,389,0,7,16
23/07/2021,Selangor,Kuala Langat,Jugra,19,484,7,436,0,2,46
23/07/2021,Selangor,Kuala Langat,Kelanang,15,223,1,185,0,1,37
23/07/2021,Selangor,Kuala Langat,Morib,8,577,10,554,0,12,11
23/07/2021,Selangor,Kuala Langat,Penjara,2,16508,0,218,0,0,80
23/07/2021,Selangor,Kuala Langat,Tanjung 12(1),187,6199,128,5706,0,33,460
23/07/2021,Selangor,Kuala Langat,Tanjung 12(2),55,2254,46,2129,0,10,115
23/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,95,6715,83,6435,1,35,245
23/07/2021,Selangor,Kuala Selangor,Api-Api,9,249,3,209,0,1,39
23/07/2021,Selangor,Kuala Selangor,Bestari Jaya,30,1839,7,1716,0,10,113
23/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,0
23/07/2021,Selangor,Kuala Selangor,Ijok,154,5318,87,4696,0,37,585
23/07/2021,Selangor,Kuala Selangor,Jeram,42,1639,33,1411,1,16,212
23/07/2021,Selangor,Kuala Selangor,Kuala Selangor,41,848,17,743,1,6,99
23/07/2021,Selangor,Kuala Selangor,Pasangan,2,55,1,47,0,0,8
23/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
23/07/2021,Selangor,Kuala Selangor,Tanjong Karang,32,853,12,764,0,12,77
23/07/2021,Selangor,Kuala Selangor,Ujong Permatang,3,141,0,130,0,2,9
23/07/2021,Selangor,Petaling,Bukit Raja,87,7812,130,7369,0,40,403
23/07/2021,Selangor,Petaling,Damansara,532,35817,650,33219,2,217,2381
23/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,0,1
23/07/2021,Selangor,Petaling,Petaling,497,37232,641,34797,6,432,2003
23/07/2021,Selangor,Petaling,Sungai Buloh,419,25599,428,23606,5,154,1839
23/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,0,170,3,159,0,5,6
23/07/2021,Selangor,Sabak Bernam,Panchang Bedena,28,392,6,307,0,1,84
23/07/2021,Selangor,Sabak Bernam,Pasir Panjang,11,397,1,349,0,3,45
23/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
23/07/2021,Selangor,Sabak Bernam,Sabak,19,465,1,427,0,5,33
23/07/2021,Selangor,Sabak Bernam,Sungai Panjang,16,304,8,277,0,5,22
23/07/2021,Selangor,Sepang,Dengkil,193,12713,114,11943,1,60,710
23/07/2021,Selangor,Sepang,Labu,33,6956,58,6681,0,19,256
23/07/2021,Selangor,Sepang,Penjara,1,88,0,87,0,0,1
23/07/2021,Selangor,Sepang,Sepang,25,2273,33,2088,0,17,168
24/07/2021,Selangor,Gombak,Batu,586,18768,467,16357,0,201,2210
24/07/2021,Selangor,Gombak,Hulu Kelang,151,5659,89,5098,0,66,495
24/07/2021,Selangor,Gombak,Kuang,108,3784,86,3317,0,20,448
24/07/2021,Selangor,Gombak,Penjara,0,242,0,238,2,4,0
24/07/2021,Selangor,Gombak,Rawang,268,8018,158,7121,5,82,815
24/07/2021,Selangor,Gombak,Setapak,3,3355,47,3231,2,34,90
24/07/2021,Selangor,Hulu Langat,Ampang,346,18652,237,15882,14,248,2522
24/07/2021,Selangor,Hulu Langat,Beranang,74,2277,192,1812,1,21,444
24/07/2021,Selangor,Hulu Langat,Cheras,249,17055,188,14957,1,186,1912
24/07/2021,Selangor,Hulu Langat,Hulu Langat,43,3402,59,2829,1,38,535
24/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,10,0,8,0,0,2
24/07/2021,Selangor,Hulu Langat,Kajang,290,25684,376,22921,2,191,2572
24/07/2021,Selangor,Hulu Langat,Penjara,83,3341,9,3069,4,4,268
24/07/2021,Selangor,Hulu Langat,Semenyih,192,6687,14,5709,0,46,932
24/07/2021,Selangor,Hulu Selangor,Ampang Pechah,5,544,10,508,0,5,31
24/07/2021,Selangor,Hulu Selangor,Batang Kali,19,802,23,676,0,9,117
24/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
24/07/2021,Selangor,Hulu Selangor,Hulu Bernam,9,285,6,250,0,8,27
24/07/2021,Selangor,Hulu Selangor,Hulu Yam,3,504,0,81,2,6,417
24/07/2021,Selangor,Hulu Selangor,Kalumpang,6,323,12,292,0,3,28
24/07/2021,Selangor,Hulu Selangor,Kerling,7,100,1,85,0,0,15
24/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
24/07/2021,Selangor,Hulu Selangor,Penjara,0,278,0,277,0,0,1
24/07/2021,Selangor,Hulu Selangor,Pertak,5,7,0,0,0,0,7
24/07/2021,Selangor,Hulu Selangor,Rasa,2,332,4,315,0,4,13
24/07/2021,Selangor,Hulu Selangor,Serendah,95,5975,152,5378,2,41,556
24/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,1,0,0,0,0,1
24/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
24/07/2021,Selangor,Klang,Kapar,346,23576,279,22931,0,65,584
24/07/2021,Selangor,Klang,Klang,963,45991,1478,43810,23,303,1878
24/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
24/07/2021,Selangor,Kuala Langat,Bandar,1,484,3,459,0,4,21
24/07/2021,Selangor,Kuala Langat,Batu,11,423,3,392,0,7,24
24/07/2021,Selangor,Kuala Langat,Jugra,7,491,11,447,0,2,42
24/07/2021,Selangor,Kuala Langat,Kelanang,5,228,8,193,0,1,34
24/07/2021,Selangor,Kuala Langat,Morib,10,587,9,563,0,12,12
24/07/2021,Selangor,Kuala Langat,Penjara,0,298,26,244,0,0,54
24/07/2021,Selangor,Kuala Langat,Tanjung 12(1),166,6365,141,5847,1,34,484
24/07/2021,Selangor,Kuala Langat,Tanjung 12(2),38,2292,38,2167,2,12,113
24/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,95,6810,80,6515,1,36,259
24/07/2021,Selangor,Kuala Selangor,Api-Api,15,264,5,214,0,1,49
24/07/2021,Selangor,Kuala Selangor,Bestari Jaya,24,1863,2,1718,0,10,135
24/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,1,1,0,0,0,0,1
24/07/2021,Selangor,Kuala Selangor,Ijok,147,5465,81,4777,0,37,651
24/07/2021,Selangor,Kuala Selangor,Jeram,45,1684,6,1417,2,18,249
24/07/2021,Selangor,Kuala Selangor,Kuala Selangor,16,864,5,748,1,7,109
24/07/2021,Selangor,Kuala Selangor,Pasangan,3,58,0,47,0,0,11
24/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
24/07/2021,Selangor,Kuala Selangor,Tanjong Karang,12,865,2,766,1,13,86
24/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,141,2,132,0,2,7
24/07/2021,Selangor,Petaling,Bukit Raja,153,7965,110,7479,5,45,441
24/07/2021,Selangor,Petaling,Damansara,958,36775,696,33915,8,225,2635
24/07/2021,Selangor,Petaling,Penjara,0,18,0,17,1,1,0
24/07/2021,Selangor,Petaling,Petaling,867,38099,661,35458,4,436,2205
24/07/2021,Selangor,Petaling,Sungai Buloh,634,26233,459,24065,5,159,2009
24/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,1,171,0,159,0,5,7
24/07/2021,Selangor,Sabak Bernam,Panchang Bedena,51,443,14,321,0,1,121
24/07/2021,Selangor,Sabak Bernam,Pasir Panjang,15,412,1,350,0,3,59
24/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
24/07/2021,Selangor,Sabak Bernam,Sabak,7,472,0,427,2,7,38
24/07/2021,Selangor,Sabak Bernam,Sungai Panjang,9,313,0,277,0,5,31
24/07/2021,Selangor,Sepang,Dengkil,156,12869,149,12092,2,62,715
24/07/2021,Selangor,Sepang,Labu,26,6982,53,6734,0,19,230
24/07/2021,Selangor,Sepang,Penjara,0,88,0,87,0,0,1
24/07/2021,Selangor,Sepang,Sepang,22,2295,21,2109,0,17,169
25/07/2021,Selangor,Gombak,Batu,229,18997,680,17037,3,204,1756
25/07/2021,Selangor,Gombak,Hulu Kelang,66,5725,135,5233,0,66,426
25/07/2021,Selangor,Gombak,Kuang,9,3793,90,3407,0,20,367
25/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,4,0
25/07/2021,Selangor,Gombak,Rawang,66,8084,194,7315,1,83,686
25/07/2021,Selangor,Gombak,Setapak,26,3381,38,3269,0,34,78
25/07/2021,Selangor,Hulu Langat,Ampang,584,19236,394,16276,3,251,2709
25/07/2021,Selangor,Hulu Langat,Beranang,80,2357,32,1844,0,21,492
25/07/2021,Selangor,Hulu Langat,Cheras,349,17404,186,15143,2,188,2073
25/07/2021,Selangor,Hulu Langat,Hulu Langat,117,3519,87,2916,1,39,564
25/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,10,0,8,2,2,0
25/07/2021,Selangor,Hulu Langat,Kajang,501,26185,388,23309,1,192,2684
25/07/2021,Selangor,Hulu Langat,Penjara,24,3365,10,3079,0,4,282
25/07/2021,Selangor,Hulu Langat,Semenyih,159,6846,26,5735,0,46,1065
25/07/2021,Selangor,Hulu Selangor,Ampang Pechah,8,552,5,513,0,5,34
25/07/2021,Selangor,Hulu Selangor,Batang Kali,23,825,25,701,0,9,115
25/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
25/07/2021,Selangor,Hulu Selangor,Hulu Bernam,1,286,10,260,1,9,17
25/07/2021,Selangor,Hulu Selangor,Hulu Yam,9,513,0,81,1,7,425
25/07/2021,Selangor,Hulu Selangor,Kalumpang,2,325,13,305,0,3,17
25/07/2021,Selangor,Hulu Selangor,Kerling,3,103,7,92,0,0,11
25/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
25/07/2021,Selangor,Hulu Selangor,Penjara,0,278,1,278,0,0,0
25/07/2021,Selangor,Hulu Selangor,Pertak,3,10,3,3,0,0,7
25/07/2021,Selangor,Hulu Selangor,Rasa,5,337,4,319,0,4,14
25/07/2021,Selangor,Hulu Selangor,Serendah,268,6243,170,5548,0,41,654
25/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,1,0,0,0,0,1
25/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
25/07/2021,Selangor,Klang,Kapar,249,23825,304,23235,0,65,529
25/07/2021,Selangor,Klang,Klang,2128,48119,698,44508,0,303,3308
25/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
25/07/2021,Selangor,Kuala Langat,Bandar,2,486,12,471,0,4,11
25/07/2021,Selangor,Kuala Langat,Batu,10,433,2,394,0,7,32
25/07/2021,Selangor,Kuala Langat,Jugra,8,499,4,451,0,2,46
25/07/2021,Selangor,Kuala Langat,Kelanang,8,236,9,202,1,2,32
25/07/2021,Selangor,Kuala Langat,Morib,2,589,2,565,0,12,12
25/07/2021,Selangor,Kuala Langat,Penjara,9,307,0,244,0,0,63
25/07/2021,Selangor,Kuala Langat,Tanjung 12(1),114,6479,100,5947,2,36,496
25/07/2021,Selangor,Kuala Langat,Tanjung 12(2),57,2349,21,2188,1,13,148
25/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,70,6880,72,6587,2,38,255
25/07/2021,Selangor,Kuala Selangor,Api-Api,19,283,7,221,0,1,61
25/07/2021,Selangor,Kuala Selangor,Bestari Jaya,10,1873,22,1740,0,10,123
25/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,0,0,0,0,0,1
25/07/2021,Selangor,Kuala Selangor,Ijok,60,5525,116,4893,0,37,595
25/07/2021,Selangor,Kuala Selangor,Jeram,47,1731,35,1452,0,18,261
25/07/2021,Selangor,Kuala Selangor,Kuala Selangor,16,880,17,765,1,8,107
25/07/2021,Selangor,Kuala Selangor,Pasangan,0,58,0,47,0,0,11
25/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
25/07/2021,Selangor,Kuala Selangor,Tanjong Karang,14,879,5,771,0,13,95
25/07/2021,Selangor,Kuala Selangor,Ujong Permatang,0,141,1,133,0,2,6
25/07/2021,Selangor,Petaling,Bukit Raja,123,8088,100,7579,0,45,464
25/07/2021,Selangor,Petaling,Damansara,1052,37827,855,34770,1,226,2831
25/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,1,0
25/07/2021,Selangor,Petaling,Petaling,1063,39162,693,36151,1,437,2574
25/07/2021,Selangor,Petaling,Sungai Buloh,594,26827,589,24654,3,162,2011
25/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,5,176,0,159,0,5,12
25/07/2021,Selangor,Sabak Bernam,Panchang Bedena,39,482,3,324,0,1,157
25/07/2021,Selangor,Sabak Bernam,Pasir Panjang,5,417,15,365,0,3,49
25/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
25/07/2021,Selangor,Sabak Bernam,Sabak,3,475,3,430,0,7,38
25/07/2021,Selangor,Sabak Bernam,Sungai Panjang,3,316,0,277,0,5,34
25/07/2021,Selangor,Sepang,Dengkil,173,13042,142,12234,0,62,746
25/07/2021,Selangor,Sepang,Labu,52,7034,30,6764,0,19,252
25/07/2021,Selangor,Sepang,Penjara,1,89,0,87,0,0,2
25/07/2021,Selangor,Sepang,Sepang,31,2326,58,2167,0,17,142
26/07/2021,Selangor,Gombak,Batu,364,19361,433,17470,2,206,1685
26/07/2021,Selangor,Gombak,Hulu Kelang,92,5817,113,5346,2,68,403
26/07/2021,Selangor,Gombak,Kuang,0,3793,87,3494,0,20,280
26/07/2021,Selangor,Gombak,Penjara,0,242,0,238,0,4,0
26/07/2021,Selangor,Gombak,Rawang,147,8231,140,7455,2,85,691
26/07/2021,Selangor,Gombak,Setapak,0,3381,34,3303,0,34,44
26/07/2021,Selangor,Hulu Langat,Ampang,304,19540,282,16558,10,261,2721
26/07/2021,Selangor,Hulu Langat,Beranang,54,2411,56,1900,0,21,490
26/07/2021,Selangor,Hulu Langat,Cheras,225,17629,208,15351,2,190,2088
26/07/2021,Selangor,Hulu Langat,Hulu Langat,51,3570,69,2985,0,39,546
26/07/2021,Selangor,Hulu Langat,Hulu Semenyih,0,10,0,8,0,2,0
26/07/2021,Selangor,Hulu Langat,Kajang,270,26455,250,23559,4,196,2700
26/07/2021,Selangor,Hulu Langat,Penjara,11,3376,6,3085,0,4,287
26/07/2021,Selangor,Hulu Langat,Semenyih,170,7016,50,5785,3,49,1182
26/07/2021,Selangor,Hulu Selangor,Ampang Pechah,24,576,11,524,0,5,47
26/07/2021,Selangor,Hulu Selangor,Batang Kali,27,852,36,737,0,9,106
26/07/2021,Selangor,Hulu Selangor,Buluh Telur,0,1,0,1,0,0,0
26/07/2021,Selangor,Hulu Selangor,Hulu Bernam,5,291,6,266,0,9,16
26/07/2021,Selangor,Hulu Selangor,Hulu Yam,9,522,0,81,0,7,434
26/07/2021,Selangor,Hulu Selangor,Kalumpang,8,333,5,310,0,3,20
26/07/2021,Selangor,Hulu Selangor,Kerling,18,121,2,94,0,0,27
26/07/2021,Selangor,Hulu Selangor,Kuala Kalumpang,0,0,0,0,0,0,0
26/07/2021,Selangor,Hulu Selangor,Penjara,0,278,0,278,0,0,0
26/07/2021,Selangor,Hulu Selangor,Pertak,1,11,2,5,0,0,6
26/07/2021,Selangor,Hulu Selangor,Rasa,17,354,8,327,0,4,23
26/07/2021,Selangor,Hulu Selangor,Serendah,233,6476,171,5719,1,42,715
26/07/2021,Selangor,Hulu Selangor,Sungai Gumut,0,1,0,0,0,0,1
26/07/2021,Selangor,Hulu Selangor,Sungai Tinggi,0,96,0,96,0,0,0
26/07/2021,Selangor,Klang,Kapar,71,23896,308,23543,0,65,292
26/07/2021,Selangor,Klang,Klang,1582,49701,2159,46667,5,308,2726
26/07/2021,Selangor,Klang,Penjara,0,13,0,13,0,0,0
26/07/2021,Selangor,Kuala Langat,Bandar,4,490,1,472,0,4,14
26/07/2021,Selangor,Kuala Langat,Batu,6,439,9,403,1,8,28
26/07/2021,Selangor,Kuala Langat,Jugra,7,506,6,457,0,2,47
26/07/2021,Selangor,Kuala Langat,Kelanang,0,236,7,209,0,2,25
26/07/2021,Selangor,Kuala Langat,Morib,1,590,4,569,0,12,9
26/07/2021,Selangor,Kuala Langat,Penjara,0,307,52,296,0,0,11
26/07/2021,Selangor,Kuala Langat,Tanjung 12(1),69,6548,141,6088,2,38,422
26/07/2021,Selangor,Kuala Langat,Tanjung 12(2),29,2378,53,2241,0,13,124
26/07/2021,Selangor,Kuala Langat,Telok Panglima Garang,79,6959,80,6667,2,40,252
26/07/2021,Selangor,Kuala Selangor,Api-Api,3,286,12,233,1,2,51
26/07/2021,Selangor,Kuala Selangor,Bestari Jaya,18,1891,33,1773,0,10,108
26/07/2021,Selangor,Kuala Selangor,Hulu Tinggi,0,1,0,0,0,0,1
26/07/2021,Selangor,Kuala Selangor,Ijok,91,5616,78,4971,0,37,608
26/07/2021,Selangor,Kuala Selangor,Jeram,21,1752,36,1488,0,18,246
26/07/2021,Selangor,Kuala Selangor,Kuala Selangor,24,904,14,779,0,8,117
26/07/2021,Selangor,Kuala Selangor,Pasangan,1,59,1,48,0,0,11
26/07/2021,Selangor,Kuala Selangor,Penjara,0,12,0,12,0,0,0
26/07/2021,Selangor,Kuala Selangor,Tanjong Karang,17,896,11,782,0,13,101
26/07/2021,Selangor,Kuala Selangor,Ujong Permatang,6,147,1,134,0,2,11
26/07/2021,Selangor,Petaling,Bukit Raja,295,8383,100,7679,0,45,659
26/07/2021,Selangor,Petaling,Damansara,762,38589,837,35607,8,234,2748
26/07/2021,Selangor,Petaling,Penjara,0,18,0,17,0,1,0
26/07/2021,Selangor,Petaling,Petaling,657,39819,637,36788,3,440,2591
26/07/2021,Selangor,Petaling,Sungai Buloh,484,27311,486,25140,8,170,2001
26/07/2021,Selangor,Sabak Bernam,Bagan Nakhoda Omar,5,181,0,159,0,5,17
26/07/2021,Selangor,Sabak Bernam,Panchang Bedena,11,493,3,327,0,1,165
26/07/2021,Selangor,Sabak Bernam,Pasir Panjang,11,428,1,366,0,3,59
26/07/2021,Selangor,Sabak Bernam,Penjara,0,4,0,4,0,0,0
26/07/2021,Selangor,Sabak Bernam,Sabak,11,486,2,432,0,7,47
26/07/2021,Selangor,Sabak Bernam,Sungai Panjang,14,330,1,278,0,5,47
26/07/2021,Selangor,Sepang,Dengkil,113,13155,146,12380,1,63,712
